,review,review_en
845,之前吃的皇家的，吃了两年多，最近感觉毛色不太好，出现了泪痕，现在换换这家的试试看，没有很香的味道，很好?先混合皇家的吃，慢慢来。吃完这袋再评价。,"Before eating the royal, eat more than two years, recently felt the coat is not very good, there was a tear, and now try to change this, there is no fragrant taste, very good? Mix first Royal eat, slowly . After eating this bag and then evaluation."
846,包装满分，烂果没发现，但是不够新鲜，味道还可以，很甜，甜到有点腻，一点酸味都没,"Packed full, rotten fruit did not find, but not fresh enough, the taste can be, very sweet, sweet to a little tired, a little sour"
847,性价比超高，狗狗喜欢吃！,"High cost, dogs like to eat!"
848,东西一般般，外面的包装看着还可以，实际还是挺粗糙的，我买的几袋里面都是有破的，都漏了，而且口感也挺不是那么好，反正我是买了一次不会再买第二次,"Things like the general, outside the packaging looked OK, the actual is still very rough, I bought a few bags inside are broken, all leaked, and the taste is not very good, anyway, I bought it once will not Buy again for the second time"
849,挺好的，放心购买,"Very good, rest assured to buy"
850,以前用的是MX6，丢失了 所以继续选择魅族，原因就是魅族的系统，还有就是魅族手机的性价比比较高，同等配置的其他品牌基本售价都在2000以上，所以继续选择我魅族。E2这款手机的待机绝对是没得说，正常使用不玩游戏的前提下1天一冲，在已经装载80款软件的情况下系统使用比较流畅，最大的缺点就是屏幕，屏幕颜色比较怪，可能是价格的原因吧，魅蓝X的屏幕使用很好，和MX6的屏幕一样，E2的屏幕色彩显示比较发黄，使用几天没有发现其他网友说的信号差，无线断流的情况。手机颜值不错，尤其是黑色版本。,"Previously used is MX6, lost so continue to choose Meizu, the reason is the Meizu system, there is Meizu mobile phone is relatively high cost, the same basic price of other brands are configured in more than 2000, so continue to choose Meizu. E2 This phone's standby is absolutely not say that the normal use of the game does not play under the premise of 1 day a red rush in the case of 80 software has been loaded to use the system more smoothly, the biggest drawback is the screen, the screen color is weird, May be the reason for the price, the charm blue X screen is well used, and MX6 screen, E2 color display more yellow, the use of a few days did not find other users say the signal is poor, wireless off the situation. The color value of the phone is good, especially the black version."
851,炒鸡好，一如既往的好，一直信赖京东，送的快，服务好，快递小哥态度好，东西也非常好，满意满意,"Fried chicken is good, as always, has been relying on Jingdong, send fast, good service, courier little brother attitude is good, things are very good, satisfied with satisfaction"
852,发货很快，送货上门，服务超好，质量也非常有保障,"Fast delivery, home delivery, service super good, the quality is also very secure"
853,买给媳妇儿的，希望她喜欢，希望漂漂亮亮，开开心心每一天。,"To buy a daughter-in-law, I hope she likes, I hope beautiful, happy every day."
854,买亏了，*8包,"Lost, * 8 packs"
855,优点：包装袋有档次，鱼块摆放整齐且没冰！ 缺点：15块鱼，5块不新鲜，鱼体泛黄，且有异味，带鱼也不是完整的五条，只有一条是完整的带鱼，中间肉厚的一大段没有，带鱼最好吃的部位没有，只是难以收拾的鱼肚子与鱼尾部位！ 建议：自家吃勉强，过节请客寒酸些！ 感言：表里不一 不是货真价实的东西，徒有其表！ 以后不会再买此牌子带鱼了！,"Advantages: bags have grades, neatly arranged and no ice! Disadvantages: 15 fish, 5 are not fresh, the fish yellowed, and there are pests, octopus is not a complete five, only one is full of octopus, the middle of a fleshy section is not, the best part of the octopus did not eat , It is difficult to clean up the fish belly and fish tail parts! Suggestion: eat their own barely, the holiday hospitality please! Testimonials: Inside and outside is not a real thing, only the table! Will not buy this brand of octopus!"
856,十九八七六五四三二一,1987655321
857,味道不错，价格好贵!,"Taste good, the price is expensive!"
858,东西不错?,Things good?
859,不错，价格便宜,"Not bad, cheap"
860,物流很快，包装完好。,"Logistics is fast, well packaged."
861,物流太不给力了！顺丰还要4天呢？还不如发别的快递！,Logistics is not to force too! SF 4 days yet? Not as good as other courier!
862,跟之前吃的味道不大一样，太甜&hellip;&hellip;,"With the taste before eating is not the same, too sweet & hellip;"
863,有点酸，,A little sour
864,美味，像牛肉，有时候忍不住想吃,"Delicious, like beef, and sometimes can not help but want to eat"
865,一点都不酸,Not acid at all
866,挺好的，发货快，态度好，不错,"Very good, fast delivery, good attitude, not bad"
867,很好吃，但是收到的只有一种。,"Very tasty, but received only one."
868,还行吧。马马虎虎。囤货中,Okay. So-so. Hoard goods
869,我感觉挺好,I feel good
870,请大家千万不要去买，这个店东西都是假的，。包装与实际完全不相符。,"Please do not buy, this shop things are fake. Packaging and the actual does not match."
871,黑巧比较好吃,Black clever is delicious
872,很好吃，不甜，苦味适中，做活动价格给力，快递也给力，马上过年了。时效依然准时,"Very delicious, not sweet, moderate bitterness, to do the activities of the price to force, express also to force, and soon the Chinese New Year. Aging is still on time"
873,地垫太软了,Mat is too soft
874,巧克力早就吃完了，今天刚好有空就来评价，巧克力包装、造型都很漂亮。巧克力也不错，都吃光了，点赞,"Chocolate has long been eaten, today just free time to evaluate, chocolate packaging, shape is very beautiful. Chocolate is not bad, all eaten, like"
875,挺好的！！！,pretty good! ! !
876,好，已经是多次购买了,"Well, it's been purchased many times"
877,第一次用，狗狗年龄大了，不过很喜欢吃，不错,"The first time, the dog is older, but like to eat, not bad"
878,好好好好好好好干！！！！！！！,"Good, good, good, good! ! ! ! ! ! !"
879,很漂亮,very beautiful
880,有玉米，不好吃，口感欠佳。,"There is corn, not tasty, poor taste."
881,。。。。。。 很好。很喜欢,. . . . . . well. like very much
882,看着还不错，但大猫不吃，奇怪,"Looked pretty good, but the big cats do not eat, strange"
883,东西不错，就是物流有点慢。,"Good things, logistics is a bit slow."
884,收到了！一直都在他家买，这次没送袋装的猫罐头！为什么？,"received! Has been buying at his house, this time did not send bags of canned cats! why?"
885,箱子都压扁了，,The boxes are squashed
886,。。。,。。。
887,签收的时候没拆封，拆封的时候发现瓶子碎了，打售后电话直接退款，服务态度赞一个,"Sign the time did not unseal, unpacking found bottle broken, call the phone direct refund, like a service attitude"
888,枣子很好，大家都喜欢吃，值了。,"Date is good, we all like to eat, worth."
889,味道还好，性价比还好！加油！,"Taste okay, good value for money! Come on!"
890,产品外观很好，应该是新机，之前都在京东买过几台魅族了，都很好！先给好评，等用过再来评论！,"The product looks good, it should be a new machine, before buying a few Meizu Jingdong, are good! Give praise, so come back to comment!"
891,质量不错，猫咪很爱吃,"Good quality, cats love to eat"
892,不错，口味很好,"Nice, good taste"
893,口感还行，物流很棒，就是鸭子太小只了，看起来像水鸭不像土番鸭,"Taste okay, logistics is great, that is, the ducks are too small, looks like a ducks do not like muscovy duck"
894,嗯嗯可以可以,"Um, I can"
895,不错，硬度够硬，宝宝嚼不断，月份小的宝宝不会担心危险,"Good, firm enough hard, baby chewing constantly, the little baby in the month will not worry about the danger"
896,商品还可以，送货速度像蜗牛，500公里距离不到，用了8天时间，步行跑也早到了,"Goods can also, like snail delivery speed, less than 500 km away, spent 8 days, walking is also running early"
897,挺好吃的，不过太甜了,"Very tasty, but too sweet"
898,味道蛮不错的，包装挺好，宝贝很喜欢，支持一下么么哒,"The taste is pretty good, the packaging is very good, the baby likes it, what about it?"
899,我家主子很喜欢，我就满意了,"My family loves, I am satisfied"
900,不要买，好难吃，太硬了，连个生产日期都没有，3无产品，我买来直接扔掉了,"Do not buy, so unpalatable, too hard, not even a production date, 3 no product, I bought it directly thrown away"
901,不错不错不错不错不错,Nice Nice Nice Nice not bad
902,我一次买了30多袋，非常好吃！主要是价格太超值了！半价半价半价！超市一带13.9京东3元就到手啦！5.9半价买的！谢谢快递小哥每次都是送货上门！一带面4个人吃正好！,"I bought more than 30 bags, very delicious! The main price is too value! Half price half price half price! 13.9 Jingdong supermarket around the hand it! 5.9 Half price to buy! Thank you express brother every time delivery! Around the area 4 people eat just right!"
903,促销满199-100买的，价格超值，非常好吃，薄酥，喜欢咖啡口味，推荐购买。,"Promotions over 199-100 to buy, the price value, very delicious, thin, like coffee taste, it is recommended to buy."
904,超赞！手感好，做工属于工匠级，操作贴心，实用主义,"Awesome! Feel good, workmanship is artisan-level, caring operation, pragmatism"
905,送货服务快捷优质，赞一个。但是，网页上标注有30个饺子，开袋后实际只有25个，少了5个。问一下三全，为什么每包都少那么几个？,"Delivery service fast quality, like this one. However, there are 30 dumplings marked on the webpage, and only 25 are actually opened after opening the bag, with 5 fewer. Ask Samman, why so few per package?"
906,吸取教训，以后还是买京东自营了。店家发货很随便，装果的箱子很脏。三箱有两箱全青全硬邦邦，图上黄黄的是京东自营。和之前京东买的金煌芒不能比。不满意。好在是分量很足。,"Learn lessons, or buy a self-employed after the Jingdong. Store delivery is very casual, loaded fruit box is dirty. There are two boxes of all three boxes of all-green hard state, map yellow is self-Jingdong. Jinguang before buying and Jinguang can not be compared. Not satisfied. Fortunately, the component is very full."
907,挺好的,pretty good
908,质量很好,good quality
909,苦苦的很不错，跟咖啡很搭，所以加一颗星。,"Hard is very good, very take with coffee, so add a star."
910,这就是小米note拍出来的！感觉拍照效果和屏幕有待提高！做工就不说了有时感觉自己是不是华强北的货，华强北都比这做工好点。用着还不错不知道是不是微信里面的数据太多了？有时候有点卡顿。没有测试玩游戏怎幺样，有一点手机听筒声音不打，走在人多不是很吵杂的地方居然就听不清楚！这是什幺鬼。算了将就用着。希望小米继续努力不要让我们寒了几年的心还继续寒下去了。,"This is the millet note patted! Feel the effects of the camera and the screen to be improved! Work does not say sometimes feel that they are not Huaqiang North goods, Huaqiang North are better than this work. Used not bad Do not know if there is too much data in WeChat? Sometimes a bit Caton. There is no test how to play the game, a little phone handset sound does not fight, walking in the place where people are not very noisy actually did not hear clearly! This is a ghost Forget it will be used. Hope that Millet continue to work hard Do not let us cold for a few years still continue to cold."
911,123,123
912,儿子最喜欢的蟹柳，做寿司、麻辣香锅、下面条、做汤&hellip;&hellip;都好吃！,"My son's favorite crab, sushi, spicy incense pot, the following article, make soup & nbsp; & nbsp; are delicious!"
913,什么*玩意，都碎的不行了,"What * stuff, all broken up"
914,价廉物美，猫咪一直喜欢吃，物流也比较快，满意。,"Cheap, cats have always liked to eat, logistics is also faster, satisfied."
915,差评！差评！差评！差评！差评！差评！差评！差评！差评！差评！差评！差评！差评！差评！差评！ 买两家的价格，美其名曰包邮，比单买2件加快递费都要贵， 客服人员还一副活该的态度。 味道都是其次的了,"Bad review! Bad review! Bad review! Bad review! Bad review! Bad review! Bad review! Bad review! Bad review! Bad review! Bad review! Bad review! Bad review! Bad review! Bad review! Buy two of the price, the United States said the mail, than to buy two to speed up delivery costs are more expensive, customer service staff is also a living attitude. Taste is followed"
916,搞活动时买的，不错，吃了两只，一只带仔一只不带。芝士焗的，味道还可以，就是熟食再加工，肉质会老很多,"Buying activities, good, eat two, one with Aberdeen one without. Cheese baked, the taste can be cooked re-processed, the meat will be much older"
917,和想象中差距很大,There is a big gap between imagination and imagination
918,一共花了五天时间才到呀！！！冲着京东快递快才买的，没想到拖了这么久！！！,"It took a total of five days to get there! ! ! Express directed at Jingdong fast to buy, did not expect to drag so long! ! !"
919,我为什么喜欢在京东买东西，因为今天买明天就可以送到。我为什么每个商品的评价都一样，因为在京东买的东西太多太多了，导致积累了很多未评价的订单，所以我统一用段话作为评价内容。京东购物这么久，有买到很好的产品，也有买到比较坑的产品，如果我用这段话来评价，说明这款产品没问题，至少85分以上，而比较差的产品，我绝对不会偷懒到复制粘贴评价，我绝对会用心的差评，这样其他消费者在购买的时候会作为参考，会影响该商品销量，而商家也会因此改进商品质量。,"Why do I like to buy things in Jingdong, because today can buy tomorrow to send. Why do I evaluate the same for each product, because too many things to buy in Jingdong, resulting in the accumulation of a lot of non-evaluation of the order, so I use the paragraph as a unified assessment content. Jingdong shopping so long, have bought a good product, but also to buy more pit products, if I use this paragraph to evaluate, that this product is no problem, at least 85 points or more, and relatively poor product, I absolutely Will not be lazy to copy and paste evaluation, I will definitely hard-hearted negative feedback, so that other consumers at the time of purchase as a reference, will affect the sales of goods, and businesses will therefore improve the quality of goods."
920,好，用起来比较方便。,"Well, it is more convenient to use."
921,不过我们家两只猫都不喜欢吃,"However, two cats in our family do not like to eat"
922,物流速度很快，巧克力也很好,"Logistics fast, chocolate is also very good"
923,看起来它很喜欢吃牛奶味的,It looks like it likes to eat milk flavor
924,挺好吃的，非常喜欢，给孩子吃的时候，还以为是真石头呢，下一次还来买，主要的是孩子喜欢吃,"Very tasty, very much like, to the children when eating, I thought it was a real stone, the next time to buy, the main thing is that children like to eat"
925,口感独特，贵也不好吃,"Unique taste, expensive not tasty"
926,为什么非得**打字,Why do you have to type?
927,差评，不满意，不满意，不满意，不满意，不满意不满意不满意不满意不满意，不满意，特别不好,"Poor, dissatisfied, dissatisfied, dissatisfied, dissatisfied, dissatisfied dissatisfied dissatisfied dissatisfied dissatisfied, dissatisfied, particularly bad"
928,味道不错，巧克力味道浓。,"Good taste, rich chocolate flavor."
929,货已收到，全部烂掉～真心差评，物流快的像蚂蚁，五天才收到！大家谨防上当，太差,"Goods have been received, all rotted ~ really bad review, fast logistics like ants, received only five days! Everyone should beware of being too bad"
930,一开始狗狗拉肚子便血以为是在屋里乱吃东西吃坏肚子，见狗狗拉肚子便血就不敢给他乱吃零食，犬瘟细小检查做了好几次，好了之后今天又喂了一根，又开始便血，还有棉絮状的物体！虽然狗狗没有出现严重后果，作为家长还是心有余悸，可能每个狗宝宝的耐受程度不一样，反正我家的这个吃了就拉稀，便血！,"Beginning of the dog diarrhea blood in the stool that is messing in the house to eat bad food, see the dog diarrhea blood in the stool did not dare to give him a snack, small test of the plague made several times, and after today fed a , Began to have blood in the stool, as well as cotton-like objects! Although the dog did not have serious consequences, as parents or lingering fear, each dog may have different levels of tolerance, anyway, my family to eat this diarrhea, blood in the stool!"
931,太好吃了。,too delicious.
932,质量，价格五星！物流不送货！,"Quality, price five-star! Logistics is not shipping!"
933,还不错，原味，酸奶味的～还是较喜欢原味的,"Not bad, original, sour yogurt ~ or prefer the original flavor"
934,有点小哦。嗯那,A little small That's right
935,礼盒很好看，味道一般有一股橡皮味,"Gift box looks good, taste generally have a rubbery taste"
936,挺不错的，还是不错的。。。。不错。不错 挺不错的，还是不错的。。。。不错。不错,"Very good, not bad. . . . Not bad Good Very good, not bad. . . . Not bad Not bad"
937,日期很新，馅内有颗粒状杂物，怀疑是沙子。,"The date is very new, filled with granular debris, suspected to be sand."
938,味道非常好，酸酸甜甜的，不腻，很好吃，物流也很快，第二天就送到了,"Taste is very good, sweet and sour, not greasy, very delicious, fast logistics, the next day was sent"
939,收到了！一直吃伟嘉猫粮，前几天生病了，吃吐了，才换你们家的猫粮！看看它吃完怎么样啊！,"received! Have been eating Wei Jia cat food, a few days before sick, eat vomit, only for your cat food! Look how it eats!"
940,包装很好,Well packaged
941,我家猫咪最爱的零食物流挺快的下次继续购买,My cat favorite snack logistics very fast next time to continue buying
942,"和我在当地买的口感不太一样,怕误伤,给个中评吧!","And I bought the local taste is not the same, afraid of accidental injury, to a review it!"
943,差评，买的东西5.20送不到，5.21送来干嘛，扔了。,"Bad comment, buy something less than 5.20, 5.21 sent why, threw."
944,"物美价廉,性价比很高,很优质食品。实物和图片一样、包装严实、没有损坏、正宗好货，童叟无欺！京东物流超乎想象的快！很好的一次购物体验。京东商城、值得信赖！很好的一次购物体验，我对香漫丝顿的千纸鹤多彩糖、手工切片糖、糖、点一个赞!点一个赞!点一个赞!点一个赞!点一个赞!点一个赞!点一个赞!","Affordable, cost-effective, very good quality food. In-kind and pictures, packaging is firm, no damage, authentic good goods, child abuse! Jingdong logistics beyond imagination fast! Very good shopping experience. Jingdong Mall, trusted! Very good shopping experience, I'm on the fragrant silk Side of the thousands of cranes colorful candy, hand-sliced ​​sugar, sugar, point a like! Like a point! Like a Like! Like a Like! A little like!"
945,。一般,. general
946,我家猫~~~不是很喜欢吃= =,My cat ~ ~ ~ do not like to eat = =
947,不错！腊味的种类很多！送给客户！,Not bad! Salad of many types! Give to the customer!
948,已经买过几回了，果子非常好，大赞，，就是物流好慢，呵呵,"Have bought several times, the fruit is very good, praise, that is, logistics is very slow, huh, huh"
949,收到都化了，放冰箱冷冻过一会打开 都乱了 失望透顶 下次再不买了,"Received all of them, put the freezer frozen for a while to open the chaos of disappointment, do not buy again next time"
950,东西看起来还行，物流超快！,"Things look OK, fast logistics!"
951,Haixing,ha I type
952,看着挺不错，无奈俩祖宗不爱吃?,"Looked pretty good, helpless ancestors do not like to eat?"
953,不好把小的掺杂在里面而且下单几天才发货,Not good to small doping in it and order a few days before delivery
954,巧克力包装不错，喜欢,"Good chocolate packaging, like"
955,一般吧，就是买一个很贵，不过速度还可以毕竟是圆通嘛。,"In General, that is, to buy a very expensive, but the speed can still be tactful, after all."
956,收到了，不错。量多价格划算活动给力。快递员帮忙送上楼。,"Received, not bad. The amount of cost-effective activities to force. Courier to help send upstairs."
957,hall安till路他咯考虑图呢嗯啦Jul啦说切咯啦来救我饿了YY,"Hall An Tilu Road, he slightly consider the figure, um, uh, uh, uh, uhh"
958,评论真实也不在知道怎么写！可以上图供大家看看！,Reality is not knowing how to write! Can be on the map for everyone to see!
959,快递真是太给力了，以前往那里寄东西，有时得一星期才到，现在第二天就到了，咋这么快呢！给快递大力好评！,"Courier is really awesome, to where to send things, sometimes only a week before, and now the next day arrived, ye so fast it! Give express strong praise!"
960,我看过啦，这个星空棒棒糖特别好，共有十个。我以前买的都是一根买的，真伤心。,"I've seen it, this star lollipop is particularly good, a total of ten. I bought a buy, really sad."
961,东西收到了 现货变预售等了快4天 屏幕没有原来的米5sp看起来舒服,Things received the spot to change the pre-sale wait 4 days screen without the original rice 5sp looks comfortable
962,物流给力，鸭子味道咸了点,"Logistics to force, duck taste salty"
963,送给朋友的，朋友非常喜欢，下次还来光顾,"Gave friends, friends like it, patronize next time"
964,还不错。,not bad.
965,物流差评，都不送上门，我一个孕妇怎么去拿。还不如在宠物店买了人家给我送过来,"Poor logistics, do not send home, how do I get a pregnant woman. Not as good as in the pet shop to buy someone sent me over"
966,狗狗吃了食物中毒，上吐下泄，去医院打吊针了。,"Dogs ate food poisoning, vomiting, go to the hospital to play a needle."
967,不错啊，口感比较酸～～～喜欢,"Not bad, taste sour ~ ~ ~ like"
968,拆开快递的时候里面全是粉墨，弄到到处都是，而且还烂了两袋,"Open the courier is full of pink ink, get everywhere, but also rotten two bags"
969,快递过来，就已经摔过了,"Express delivery, it has been dropped"
970,快递很快，但是鸭子不好，第一颜色看出来不是新杀，鸭胗鸭肝都没有，身上的毛都不干净，不会回购,"Express quickly, but the ducks are not good, the first color is not new to kill, ducks duck liver no, the body of the hair is not clean, will not repurchase"
971,一般吧，狗狗没事也啃上一会玩的。,"In General, the dog is also eating on a normal play."
972,真材实料，咸甜适宜，味道绝对，值得购买。,"Real material, sweet and savory, the taste is absolute, it is worth buying."
973,包装很好速度很快赠送的棉花糖很好吃,Good fast-packaged cotton candy donated very fast
974,好假，好假，好假，差差差。。。,"Good vacation, good vacation, good vacation, poor poor. . ."
975,垃圾玩意儿，吃了拉稀，别再卖来祸祸喵了，垃圾牌子,"Garbage stuff, ate diarrhea, do not sell melancholy meow, trash sign"
976,味道一般般吧,Taste like it
977,商家选择的快递真是太慢了，太慢了,"Businesses choose express delivery is too slow, too slow"
978,京东自营不错哟 还送了一个布袋，很周到多谢了。,"Jingdong own good yo also sent a bag, very thoughtful thanks."
979,差评，两天才到货，水果都不新鲜了，打开都是酒味。,"Bad review, two days before arrival, the fruit is not fresh, open all the wine taste."
980,质量不好，好看不好吃！不耐留！,"Poor quality, good-looking bad! Impatient stay!"
981,之前在《恩施馆》购买过板鸭，到货的居然是酱鸭，当时很是无语，不过产品当时是邮寄家里的，这次明智了，下单时填的地址写的是自己工作地，直接验货了，感觉靠谱后，才确认收货的，大体看了下包装、产品，应该没有上次那样的不靠谱了！希望味道好，毕竟要待回家，给家人吃的东西嘛?哈哈！,"Prior to the ""Enshi Museum,"" bought duck, the arrival of the sauce is actually a duck, was very speechless, but the product was at home by mail, this time wise, the address of the fill-in address is to write their own work, direct Inspection, and feel fly, after confirmation of receipt, generally read under the packaging, products, there should be no last time that does not fly! I hope the taste is good, after all, to be back home, to the family to eat something Well haha!"
982,哈哈好吃又有营养，就是少了点哈,"Ha ha delicious and nutritious, that is, less Kazakhstan"
983,货物已收到，让人很满意。也值得这个价格。物有所值，下次还要来买。希望下次还有优惠。,"The goods have been received, people are very satisfied. Also worth the price. Value for money, but also to buy next time. I hope next time there are concessions."
984,两个手机近距离视频 一个魅蓝note6 一个OPPO R9s OPPO和我拍摄用的这个手机视频没问题 我拍摄用的手机和魅蓝note6视频也是这样乱响 需要解释 已提交换货申请,Two mobile phone close-up video a charm Blue note6 an OPPO R9s OPPO and I shoot with this mobile phone video no problem I shoot with a mobile phone and charm blue note6 video is the same chaos need to explain the request has been submitted replacement
985,马马虎虎，包装整得还不错,"So-so, the whole package is not bad"
986,不错，没有受潮也经用，用了很久，没次烘焙做曲奇饼的时候放一点就够了。,"Good, not damp also used, with a long time, no time to do baking cookies to put a little enough."
987,包装很漂亮，就是巧克力糖量太少与市场所卖的同款相差太大如果不用优惠卡就太不值了，就是卖包装。,"Packaging is very beautiful, that is, the amount of too little chocolate and the market sold the same difference between the same paragraph If you do not credit card is not worth the price, that is, selling packaging."
988,相信京东，大爱德芙，可以可以，还会回购的,"I believe Jingdong, love Dove, you can, will repurchase"
989,看着很精致啊，吃了一吃，口感一般，杂粮就这样，其他没发现啥，还行。,"Looked very delicate ah, eat a eat, taste in general, cereals in this way, the other did not find what, okay."
990,京东不错很方便，不用自己搬,"Jingdong is very convenient, do not have to move"
991,发个图片还审核 我去厉害了 糖都是化的 包装盒也是破的 我不发图了 发图肯定还要审核 不让评价,Send a picture also review I went to amazing the sugar is the box is broken I do not send the map must also review not to allow evaluation
992,送人佳品，还可以，方便快捷,"Giving others, you can, convenient and quick"
993,不错不错不错，还可以的哦,"Not bad, not bad, okay"
994,。,。
995,很不错,not bad
996,到货都结成一面团样了。有影响吗？商家。还**红包呢，有意思吗。,"The arrival of all forms a dough. Does it affect? Business. Also ** red envelope it, is it interesting?"
997,挺好的，就是为什么有标签，这让我我怎么送人,"Very good, that is why there is a label, which gives me how I give"
998,还有几个月就过期赶快食掉它,There are still a few months to expire it quickly eat it
999,讨厌京东好评一定要六个字。,Hate Jingdong praise must be six words.
1000,东西还不错，就是快递太慢，我同一天订的鞋，鞋回来了，糖还没回来，给店家反映了一下，就给我解决了，整体还是可以的,"Things are not bad, that is, courier is too slow, I set shoes with the same day, the shoes come back, the sugar has not come back to the store to reflect a bit, give me a solution, the whole is still possible"
1001,非常完美的东西，我也特别喜欢。,"Very perfect thing, I also like it very much."
1002,不错，还会考虑再买,"Good, but also consider buying"
1003,收到了，不错的味道，狗狗很喜欢,"Received, good taste, dogs like it"
1004,味道不错，服务可以,"Taste good, service can be"
1005,呦呦呦，非常好,"Yo Yo Yo, very good"
1006,"这么多好评是怎么来的,这蟹确实是小,没有一个能达到宣传的最低分量,商家太没诚信了,以次充好，欺骗消费者","So many praise is how come, this crab is indeed small, none of the lowest components to achieve publicity, businesses are too honest, shoddy, deceive consumers"
1007,扒鸡很好,Braised chicken is good
1008,价格便宜，质量一般，感觉偏薄。,"Cheap, general quality, feeling thin."
1009,寄回家里了 妈妈尝过说很好吃 是正品 比一些微商卖的还便宜,Sent back home mom tasted good to eat authentic is cheaper than some micro-selling
1010,非常好，物美价廉，下次还会再买，物流速度非常快。,"Very good, inexpensive, next time will buy, logistics speed is very fast."
1011,不错不错不错不错不错不错不错不错,Nice Nice Nice Nice Nice Nice Not bad
1012,好看,good looking
1013,牛油果很不错，质量很好，价格实惠，物流两天就到了，下次还会光临,"Avocado is very good, good quality, affordable, the logistics arrived in two days, the next will come"
1014,很好吃，就是有点少,"Very tasty, that is a bit less"
1015,东西还可以，商家蛮好的！,"Things can be, business just fine!"
1016,一般般，买错了，以为是口香糖,"In General, buy the wrong, that is chewing gum"
1017,第一感觉挺好 玩游戏也好 就是游戏加速才玩两局就出现说要自己购买游戏加速卡，不知道游戏卡不卡的原因是不是源于这个加速卡卷，先用一阵子再来追加 赠品挺好的 就是充电宝太小了 冲一次而已，手机贴的膜是不贴膜 不是钢化膜,"The first feeling is quite fun game Ye Hao is the game to speed up Play two games to say that they want to buy game accelerator card, do not know the card does not card reason is not derived from the acceleration card volume, first use for a while again additional gifts Good is charging treasure is too small to punch it once, the membrane is not affixed to the phone foil is not a film"
1018,主子很爱吃～谢谢卖家的赠品～,"Master love to eat ~ Thank you, the seller's gifts ~"
1019,买了结婚用的，还没用，已经洗了晒干，等着到时候直接铺着了,"Buy married, not used, has been washed and dried, waiting for the time covered directly"
1020,这款酷玩6手机不错 做工非常的扎实，而且配置非常的强悍 性价比很高 而且双摄像头非常的给力，系统非常的流畅，指纹识别度非常的高 手感非常的不错 包装很精美 那电池非常的大，待机时间就充电速度非常的快，很喜欢,"This cool play 6 mobile phone good workmanship is very solid, and the configuration is very powerful and cost-effective and dual camera is very awesome, the system is very smooth, fingerprint recognition degree is very good master feel very good packaging is very beautiful that the battery is very large , Standby time charging speed is very fast, like it"
1021,阿尔卑斯的糖还是好吃，各种口味都好吃！,"Alps sugar is delicious, all tastes are delicious!"
1022,闻起来不错，猫咪喜欢吃~软软湿湿的~,"Smells good, cat likes to eat ~ soft wet ~"
1023,她，开着几百万的玛莎利蒂在中州路奔驰，银行贷款却有一百万，挣扎在生与死的边缘。 她，天天开比亚迪上下班，却还在为几十万的房贷发愁，生活在水生火热之中。 她，每天挤9路公交车从老城到涧西，存款有十万，生活的安逸却又迷茫。 三人在迷茫相遇梦想奋斗努力成功,"She, driving millions of Masalitti on the Zhongzhou Road, has a million bank loans, struggling to the edge of life and death. She, BYD open work every day, but still worried about hundreds of thousands of mortgages, living in hot water. She squeezed 9 bus routes every day from the Old City to Jianxi, with a deposit of 100,000, while the comfort of life was confused. Three people in the struggle to meet the dream struggling to success"
1024,很好，孩子发烧也可以正常吃，安抚，对嗓子也好,"Very good, children can eat normal fever, appease, throat Ye Hao"
1025,味道不错。,tasty.
1026,OK,OK
1027,狗狗爱吃,Dogs love to eat
1028,不满意都有碎的孩子怎么吃啊?,Not satisfied with broken children how to eat?
1029,狗狗非常爱吃，很好不会弄得到处都是！,Dogs love to eat very well and do not get it everywhere!
1030,很好哦，我家小宝贝很爱吃的！,"Very well, my little baby is very loving!"
1031,家里狗狗健康，狗粮外型美观。,"Dog health at home, dog food appearance."
1032,看着挺好有点太香刺鼻子都,Looked very good a bit too spicy nose
1033,挺好的吃的可以可以,Very good to eat can be
1034,狗狗特别爱吃这个&hellip;&hellip;随时都粘着我要吃的！,"In particular, dogs love to eat this & hellip; & hellip; glued at any time I want to eat!"
1035,再也不会网上买冰淇淋！冰淇淋历经周折第三天下午四点才送到，用的是京东的盒子装着，里面没有任何冰袋，快递还说这样盒子可存放一个星期，盒子得**，把我买的冰淇淋全拿出来，当时就一丝冷气都没有了！后打开看全化成冰淇淋汤！弄得衣服上、地上都是，收拾半天！赶紧打客服电话，等了几天终于解决了问题。,"Never buy ice cream online! Ice cream after twists and turns the third day at four o'clock in the afternoon to send, using a box filled with Jingdong, there is no ice bag, Express also said that the box can be stored for a week, the box was **, I bought all the ice cream, At that time there was no air conditioning! Open the whole look into the ice cream soup! Confused clothes, the ground is, clean up for a long time! Hurry to call customer service, wait a few days finally solved the problem."
1036,这手机简直是太卡了。上个游戏都上不去。很伤心。好评那么多是真的么。,This phone is simply too stuck. The last game can not go up. Very sad. Praise so much is true.
1037,老公喜欢吃，有点太甜,"Husband like to eat, a bit too sweet"
1038,价格真贵啊！,Price is really expensive!
1039,里面没有助烫纸？,There is no help hot paper?
1040,非常好，狗狗爱吃的不要不要的，下午下单第二天上午就到了包装严实，很好的购物体验,"Very good, do not want to eat dog do not want the afternoon orders the next day arrived packed tight, very good shopping experience"
1041,价格便宜，送货到家，服务很好q,"Cheap, home delivery, good service q"
1042,狗狗很喜欢?,Dogs like it?
