,review,review_en
3270,一下次买十包。 味道很好 四川味道。又辣又香,Buy ten packs next time. Taste good Sichuan flavor. Spicy and fragrant
3271,好吃，地道，哈哈,"Delicious, authentic, ha ha"
3272,用了一个月了，手机其实属于冲动消费买的，我有个魅蓝note1和iPhone7 plus还有个iPhone5s，买这个纯属冲动，首先手机颜值很高做工也很不错，尤其电池太牛了比我这个7p还好，拍照也不错，屏幕嘛很一般不和别的对比还行一对比立马完蛋，这就是冲动消费的代价啊当了小白鼠，其次解锁后经常屏幕失灵，不知是不是系统的原因，反正备用机先不管了，再者音效很一般插上耳机更是差。最后总结还不错，值得一入的千元机，挺流畅的不发烫。相机和续航，颜值是重点。,"Spent a month, the phone actually belong to impulse spending to buy, I have a charm blue note1 and iPhone7 plus there is a iPhone5s, buy this is purely impulsive, the first mobile phone is very good workmanship, especially the battery is too cattle Better than my 7p, take pictures is not bad, the screen is very general and not even contrast a line immediately finished, this is the price of impulse spending ah when the mouse, and secondly the screen is often unlocked after failure, I do not know is not a system The reason, anyway, standby machine regardless of the first, then the sound is very general plug headphones is worse. The final summary is not bad, worth entering thousands of machines, very smooth and not hot. Camera and life, Yan value is the key."
3273,送人礼物，还没拆，不过先给个好评吧,"Give gifts, not split, but give it a favorable comment"
3274,网红食品，看着还行，尝后觉得一般，味太咸了，面皮韧性不够易碎，容易成坨。京东配送很好?。,"Red net food, looked okay, I feel after taste, taste too salty, crust toughness is not fragile, easily into lumps. Jingdong distribution is good?"
3275,狗狗还没开始吃，狗狗吃了以后再看,"The dog has not started to eat yet, after the dog has eaten again"
3276,家里猫咪很喜欢的零食，就是生产日期有点久了,"Home cats like snacks, is the production date a little longer"
3277,新鲜是新鲜了，但是京东的物流给我送晚了，你这发货又不及时，搞得发臭了，我现在要晒干才能用，其实就不新鲜,"Fresh is fresh, but Jingdong logistics sent me late, you are shipping in a timely manner, and made stinky, I now have to dry to use, in fact, not fresh"
3278,蛮好，狗狗喜欢吃,"Just fine, dogs like to eat"
3279,还没吃包装不错,Not eat well packaged
3280,一般，没有上次买的好吃,"In general, no last time bought delicious"
3281,好 挺好,Very good
3282,化了变质化了,Degenerated
3283,。。。。。。。。。。。,。。。。。。。。。。。
3284,贵了,Expensive
3285,量少了点，其他还好,"A little less, others are fine"
3286,今天到货了，打开看了一下，日期很新鲜，不过发货速度较慢，到货的时候冰袋破了，导致包装盒被弄湿一块。,"Today arrived, opened the look a bit, the date is fresh, but the delivery speed is slow, the arrival of the ice pack is broken, resulting in a wet box."
3287,还可以，吃的不错，还会再来买的,"Also, eat well, will buy again"
3288,狗狗很爱吃 东西不错,Dogs love to eat well
3289,还没吃不过看着挺好的,I have not eaten but looked good
3290,这个什么软丝还是比较好的，其他的不行，也不爱吃。,"This soft or what is better, the other can not, nor love to eat."
3291,好吃。但是价格并不是很便宜。这个三只松鼠总是有点。。。的意思。2333。但是总体而言还是正常价格。没占到什么便宜。在618也没吃什么亏,good to eat. But the price is not very cheap. The three squirrels are always a bit. . . the meaning of. 2333. But overall it is still normal price. Did not account for what is cheaper. Did not eat at 618 losses
3292,一般把，主要价钱太贵，59.9，我也刚发现，买国际零吃店才43快真的亏了，等的也太久了,"In general, the main price is too expensive, 59.9, I have just found that buying an international snack shop only 43 really lost, so too long"
3293,呵呵呵呵呵呵呵呵呵呵,hahahahhahahahaha
3294,好用，下次还买。,"Easy to use, next time you buy."
3295,发货快,fast shipments
3296,一天给一根闻都不闻，必须隔几天给一次才会吃，真是败给他了,"He did not smell the news one day, and he had to give it once in a matter of days, really losing him"
3297,好大袋，一半空的,"Good big bag, half empty"
3298,我已经戒烟29天了 真的很有效,I have quit smoking for 29 days really effective
3299,物流弟弟人超好，京东就是牛,"Logistics younger brother super good, Jingdong is cattle"
3300,我家金毛四个月大，这个一根一个小时就解决了，不建议购买，主要是吃了狗狗吃了以后对肠胃貌似有害，拉的大便都是黑硬的，小便也变成白色了，现在还有三根已经扔了。,"My four-month-old golden hair, the one an hour to solve, not recommended to buy, mainly after eating the dog looks like the stomach is harmful, pull the stool is black hard, urine also becomes white, Three more have been thrown."
3301,送货还是快，日期新鲜，味道还是那个味。个人偏好广州酒家的腊味。,"Delivery is fast, the date is fresh, the taste is still the flavor. Personal preferences Guangzhou Restaurant sausages."
3302,从s6e换过来的，上手没难度，屏幕比以前的好，刷到安卓7挺清新，网速并不觉的快多少。电池不耐用，不够一天。京东的价格不敢恭维，经常变。几千的东西这种迷你小包装太不负责任了吧。做工确实比s6e好，16年的库存机，就这些吧。总体3星,"Change from s6e, get started is not difficult, the screen is better than before, brush to Andrews 7 fresh, speed and do not feel much faster. Battery is not durable, not enough day. Jingdong prices can not be flattered, often change. Thousands of things this little mini package is too irresponsible. Workmanship is indeed better than s6e, 16 years of stock machines, these right. Overall 3 stars"
3303,很硬很脆，口感一般，不甜,"Very hard and brittle, taste general, not sweet"
3304,"好吃，和超市一样，一如既往的好吃，便宜又实惠,会一直关注香漫丝顿哒~~~","Delicious, and the same supermarket, as always, delicious, cheap and affordable, will always pay attention to diffuse silk Dayton da ~ ~ ~"
3305,快递太坑了。。送错地方，又没信息什么的。。白让我等了一个多星期。,"Express too pit. . The wrong place, no information or something. . White left me waiting more than a week."
3306,狗狗不喜欢一点也不好,Dogs do not like it at all
3307,这个挺好的，我家猫咪喜欢吃了。,"This is very good, my cat likes to eat."
3308,他cry就辛苦下桌子,He cry hard to the table
3309,咪宝宝的最爱哦！,Mi baby's favorite oh!
3310,比较满意吧！味道不错,More satisfied! tasty
3311,这货都快过期了，伤心,"The goods are almost expired, sad"
3312,定的不多 但是不知道为什么到这里盒子都破啦 幸好东西还在 这个物流确实要加强,"Not much but do not know why the boxes are broken here Fortunately, things are still in this logistics is indeed to be strengthened"
3313,每次活动都要买的，喜欢吃，家里人也喜欢,"Every event must buy, like to eat, family also like"
3314,快递很给力给一星服务很到位给一星狗狗不爱吃扣二星自己试吃了两个感觉还没有我在宠物店买的味道好！没办法本来想给好评的可是狗狗怎么都不吃！我也纳闷了我家狗狗从来不挑食的怎么你们家狗粮就不吃了唉四十斤的狗粮怎么办啊&hellip;&hellip;想哭的心都有了,"Courier is to force a star service is in place to a star dog does not eat deduction two stars try to eat two of my own feeling I have not bought in the pet shop taste good! No way would have wanted to give praise, but how do dogs do not eat! I also wonder how my dog ​​never picky eaters how do you eat dog food? Alas forty pounds of dog food how to do ah ~ want to cry heart has"
3315,不好不好不好不好,Bad or not bad or not good
3316,蛮不错的,Pretty good
3317,东西不错，老婆喜欢,"Good things, my wife likes"
3318,物流这次不给力，周六晚上下单，周日就到了站点，今天才送到，白天不在家晚上才拿到手。还好快递小哥给放到冷柜。还有不满意的是京东冷鲜的袋子掉色，红红的，希望换质量好点的,"Logistics is not to force this order on Saturday night, Sunday to the site, only delivered today, not at home during the day to get the hand. Fortunately, express little brother to freezer. There are also not satisfied with the smell of fresh bags Jingdong fade, red, hope to change the quality of better"
3319,送货太慢 到货时冰全化了 打开包装都臭了 协议退货后迟迟不上门取件 不知道在耍什么花样 从头到尾好言好语 仁至义尽 不想折腾了 就这样吧,Delivery is too slow when the arrival of the ice ice all open the package are stinky agreement delayed after the return of the pick-up do not know what kind of tricks to play from start to finish Honesty Renhe justice do not want to toss it like this
3320,还行吧，，，，东西还不错,"Okay ,,,, things are not bad"
3321,"好吃又便宜,很满意的一次购物.","Delicious and cheap, very satisfied with a shopping."
3322,我是在活动价的时候买的，味道不错，挺划算的,"I bought when the activity price, taste good, very cost-effective"
3323,好吃*块钱买了满满一箱超级喜欢,Delicious * Buying a full box of money like super
3324,好味道，但有点儿贵,"Good taste, but a bit expensive"
3325,吃着还好，就是太贵了，才一点点,"Fortunately, eating is too expensive, only a little bit"
3326,很好，品牌大而且就是为了给孩子玩具,"Very good, the brand is big and it's for the kids toys"
3327,还不错啦！599的手机像素那么好已经非常不错啦！属于性价比较高的手机。不错不错。,Not bad! 599 cell phone pixels so good already very good! Belongs to the high cost of mobile phones. Not bad.
3328,非常小的一包，希望正品没有硫磺熏制的,"A very small bag, I hope no sulfur smoked authentic"
3329,实惠，狗狗很爱吃，下次还来买,"Affordable, dogs love to eat, the next to buy"
3330,棒棒哒,Very good
3331,螃蟹都是大满黄儿 特别好吃 配货速度,Crabs are full of Huang children particularly good distribution speed
3332,包装有些简单，还不错，留着自己享用，送人不行,"Packaging some simple, not bad, keep their own enjoyment, give it away"
3333,至少一直用的iPhone，从4s到6sp，因为最近安装200M电信宽带，送了6个无限流量的号，iPhone 不支持双卡，就准备买一个安卓手机出门用，对比了华为P10、mate9、小米6、OPPO R11、三星S8，最后选了黑色的s7edge，虽然比S8差点，但价格便宜，抵券后三千二左右。 说说优点：1.颜值高，息屏后的时间很有逼格;2.照相效果好，对比了6sp，白天差别不到，夜间拍摄比6sp 3.防水 防尘 防刮 缺点1.背面容易沾指纹，带套又影响手感2.屏幕感觉很脆弱，曲面屏不能贴钢化膜，摔了就碎了，3.电池不耐用 待机一晚上飞行模式 后台关完耗电7%，iPhone 飞行模式基本不耗电。4.发热，就开开网页没玩游戏，就感觉背面热了 5.据说用一段时间屏幕会出现红线不知道是不是真的 综合：颜值高、双卡全网通、像素高、耗电快、发热&hellip;&hellip;,"At least have been using the iPhone, from 4s to 6sp, because the recent installation of 200M Telecom broadband, sending 6 unlimited numbers, iPhone does not support dual card, ready to buy an Android phone to go out, compared to Huawei P10, mate9, millet 6, OPPO R11, Samsung S8, the last selected black s7edge, although almost worse than the S8, but the price is cheap, vouchers after the three thousand two or so. Talk about the advantages: 1. Yan high value, interest rates after the screen is very strong; 2. Good photographic effect, compared to 6sp, less difference during the day and night shooting than 6sp 3. Waterproof dust scratch point 1. Back Easy to dip fingerprints, with sets and affect the feel 2. The screen feels very fragile, curved screen can not paste the steel film, fell on the broken, 3. The battery is not durable Standby Flight mode at night Taiwan finished 7% power off, iPhone flight mode Basic power consumption. 4. fever, open the web page did not play the game, it felt hot on the back 5. It is said that with a period of time the screen will appear red line do not know is not really integrated: high value, dual card full Netcom, pixel high, power fast , Fever & hellip"
3334,及时雨及时雨及时雨及时雨及时雨及时雨及时雨☔️,Timely rain timely rain timely rain timely rain timely rain timely rain timely ☔️
3335,还没吃 看包装好评吧反正日期挺新的,"Have not seen the packaging to eat it anyway, very new date"
3336,包装很好。比较高端大气上档次。,Well packaged. More high-end atmosphere on the grade.
3337,外观不错，手感很好。之前关注，价格变动快，一会儿899.一会儿879，又859，又818，不知道还会不会降，京东送货快！虽然手机有部分预装系统，大部分都能删除，内存16g，实际差不多10g多，6.0系统，老人够用了，运行内存3g，现在用很流畅，不知道过段时间怎么样，华为最不人性化的就是导航键，说是5寸屏，干嘛导航三个键设计到屏幕上？？底下那片空白留着干嘛？返回键在最左边，不习惯，幸亏能调，不然强迫症啊。有耳机好了。,"Good looks, feel good. Before the concern, the price changes quickly, while 899. while 879, again 859, and 818, do not know will not fall, Jingdong fast delivery! Although the phone has some pre-installed system, most of them can be deleted, the memory 16g, the actual almost 10g more, 6.0 system, the elderly enough to run the memory 3g, now with a very smooth, do not know how to spend time, Huawei most User-friendly navigation keys, that is 5-inch screen, why three navigation button design to the screen? ? The bottom of that piece of blank keep doing? Back key in the far left, not used to, fortunately, can be adjusted, or obsessive-compulsive disorder ah. A good headset."
3338,东西已经收到，试吃了，感觉甜味有点不舒服，其他还好。,"Things have been received, try to eat, I feel a bit uncomfortable sweet, others are fine."
3339,不能使用，失望,"Can not be used, disappointed"
3340,太干了，吃着没味道！没有家乡的味道,"Too dry, no taste! No taste of hometown"
3341,收到货时罐头已经被砸成这样。如此运输包装也忒差了,When the receipt of the canned food has been smashed into this. This transport packaging also Intuit difference
3342,在闫老碎家买了很多次奇异果，这是第一次买红啤梨，已经放了一部分在冰箱里冻着了，放软了真的很好吃。,"Yan old broken house bought kiwi many times, this is the first time to buy red pears, has put some frozen in the refrigerator, put the soft really delicious."
3343,铁盒礼品盒 发来了是塑料包装,Metal box gift box sent is a plastic package
3344,京东物流很赞，包装也很好，蜂蜜感觉不错，物有所值吧，还有后续评价的。,"Jingdong logistics is very good, the packaging is also very good, honey feels good, value for money, as well as follow-up evaluation."
3345,我家狗狗木吃！唉声叹气,My dog ​​eat wood! moan and groan
3346,礼品是不错。就是快递员的态度太恶劣。 。。啥也不说了差评。,The gift is good. Is the courier's attitude is too bad. . . What did not say bad review.
3347,东西收到了，一如既往的好，活动很给力，尝试了一下，和介绍描述的完全一致，质量很好，正品无疑，使用效果也很不错，很满意！首先感谢快京东递员小哥的兢兢业业、恪尽职守，以迅雷不及掩耳盗铃儿响叮当仁不让世界充满爱在最快的时间里将东西完好无损地送到手上，辛苦了！京东自营的商品总让人很放心，值得信赖，无论是订单处理，服务态度，物流速度还是售后流程都让人非常满意，真正做到了一条龙服务，必须点个赞！希望京东不要辜负大家的期望，在未来越做越好，带给大家更好更棒的商品！五星好评！,"Things have been received, as always, the activities are to force, try it, and the description described exactly the same, good quality, genuine no doubt, the use of the effect is also very good, very satisfied! First of all, thanks to the quick delivery of Beijing brother small brother's conscientious, dedication, with lightning speed jingle bells do not let the world full of love in the quickest time things will be delivered to your hands, worked hard! Jingdong self-employed people always feel at ease, trustworthy, whether it is order processing, service attitude, logistics speed or after-sales process are very satisfied with the people, truly one-stop service, we must point a thumbs up! Hope Jingdong do not live up to everyone's expectations in the future better and better, bring you better and better products! Five-star praise!"
3348,还好！,Okay
3349,缠在一起了，好麻烦,"Tied together, so troublesome"
3350,还不错，狗狗很喜欢吃,"Not bad, dogs like to eat"
3351,小面包收到，物流够力，昨晚下单，今天早上就到，用当早茶点了，不错的东东咯！一下买了两箱！本月出品，可以慢慢品尝了！&ldquo;盼盼&rdquo;品牌还行！信任京东，多年购物在京东了！值得信赖！谢谢京**店家了！,"Small bread received, logistics enough power, last night orders, arrived this morning, with the morning refreshments, and good stuff slightly! I bought two boxes! This month produced, you can taste slowly! ""Pan Pan"" brand is OK! Trust Jingdong, shopping for many years in Jingdong! trustworthy! Thank you Beijing ** store!"
3352,不会吧，这么小，小孩子吃的吧，怎么送人啊,"No, so small, children eat it, how to give it away ah"
3353,第一次买不知好不好吃,The first time I bought it or not
3354,京东自营的食品还算是比较满意，特别实惠，支持一下吧。满意的购物，一直都很满意&hellip;&hellip;,"Jingdong self-employed food is quite satisfactory, especially affordable, support it. Satisfied shopping, has been very satisfied & hellip; & hellip;"
3355,很好的东西，我很喜欢！！！,"Good thing, I really like! ! !"
3356,买贵了 商店里1块钱4个,Buy a shop in a dollar 4
3357,狗狗之前就吃的这个牌子的洁齿棒，第一次在这家店买。还没开始吃，不知道怎么样,"The dog's toothpick, which was eaten before the dog, was first bought at this store. Not yet started to eat, do not know how"
3358,mmp还有一个月就过期。。。看到就扔了。。。,mmp expires in another month. . . Throw it. . .
3359,这个牌子的手抓饼买了不下一千块钱了，现在感觉越来越油腻，有些小失望了。,"This brand of hand cake bought no less than a thousand dollars, and now feel more and more greasy, and some small disappointment."
3360,很漂亮，朋友很喜欢，谢了 顺风很给力,"Very beautiful, friends like, thanks to the wind is awesome"
3361,东西不错 物美价廉 是正品 戴上舒服,Good things Cheap is genuine wear comfortable
3362,"还不错,一下买了7种口味","Not bad, buy about 7 kinds of taste"
3363,快递小哥送货及时，都是活的。,"Express delivery brother in time, are living."
3364,性价比不错，值得购买，必须给好评，下次还来。,"Good value for money, worth buying, you must give praise, the next to come."
3365,包装看起来很精致，还没拆，好期待,"Packaging looks very delicate, not disassembled, so look forward to"
3366,猫不爱吃，需要掺其它猫粮一起吃，而且颗粒比较大，不推荐牙齿正在发育的幼猫跟牙齿老化的高龄猫吃！！！,"Cats do not like to eat, you need to mix other cat food to eat, and the larger particles, the development of young children is not recommended teeth aging kittens with dental aging old eat! ! !"
3367,感觉没有原来的货好了，分量，口感都不如之前的。,"Feel no good goods, weight, taste is not as good as before."
3368,口感不错，相当便宜了，值得购买,"Taste good, very cheap, and worth buying"
3369,给老婆买的，老婆非常喜欢,"To his wife to buy, my wife likes"
3370,比想象中的大很多,Much bigger than you think
3371,真是不错。甜中带一点苦苦的味道。正好合适。感觉比较有味道。,Really good. Sweet with a little bitter taste. Just right. Feel more flavor.
3372,东西质量很差，发货又慢得离谱，是网购以来最差的,"Poor quality of things, shipping is too slow, is the worst online shopping"
3373,确实不错，是小时候的味道，物流也快，包装完好，鼓励！,"Really good, is the taste of childhood, logistics is also fast, well packaged, encouraged!"
3374,狗狗很爱吃，不错哦,"Dogs love to eat, not bad"
3375,哏,哏
3376,吃了两个，狗狗喜欢咬，磨牙棒太软了，没几下就断了。狗狗咬了磨牙棒就粘糊糊的了。,"Ate two, the dog likes to bite, molar stick too soft, a few times to break. The dog bites the stick and sticks out."
3377,实惠,Affordable
3378,比超市便宜，味道不错,"Cheaper than the supermarket, good taste"
3379,物流太慢，没有下次了。,"Logistics is too slow, no next time."
3380,熟悉的味道，发货很快，包装很好??,"Familiar taste, fast delivery, well packaged ??"
3381,好好好好好好好好好好,Good Well Well Well Well
3382,味道不错，赞一个！！,"Taste good, like this one! !"
3383,搞活动时买的，是临期的，可是人家事先有标注。家里人多，不等过期就能吃完。,"Engaged in activities, is temporary, but people mark in advance. Many people at home, can not eat out of date."
3384,拆开的时候里面断开了，毕竟这一片比较薄，受不起颠簸，味道还可以，不甜，回味起来有一点苦味,"Disassembled inside the broken, after all, this one is relatively thin, can not stand the bumpy, the taste can be, not sweet, aftertaste a bit bitter"
3385,非常快,very fast
3386,第二次买速度挺快的，第二天就到货了，五月生产的,"The second time to buy very fast, the next day arrived, produced in May"
3387,外表看着美观大气上档次。一直信任京东。质量不错，送货很快，服务很好！ 太漂亮，大气，档次高，超喜欢。 货比三家，选的也好是辛苦啊?现在除了一碗热气腾腾的拉面，在强哥这里买不到其他的，只有你想不到没有买不到? 上午下单，下午到家速度啊！看着还行 货品不错，装了实用。质量可以。是值得购买 不错不错不错！！！！！！用了还可以，刚开始用有点涩。很干净，质感也不错，价位适中，性价比一般吧。 不错 物流一天就到了 整体感觉很不错，收到就用了，挺喜欢的，这个用的好，还要买多几个。 物美价廉，用着看看吧，免去市场购物之劳 ，推荐答案 我为什么喜欢在京东买东西，因为今天买明天就可以送到。我为什么每个商品的评价都一样，因为在京东买的东西太多太多了，导致积累了很多未评价的订单，所以我统一用段话作为评价内容。京东购物这么久，有买到很好的产品，也有外表看着美观大气上档次。一直信任京东。质量不错，送货很快，服务很好！ 太漂亮，大气，档次高，超喜欢。 货比三家后来下的单，如果我用这段话来评价，说明这款产品没问题，至少85分以上， 宝贝收到了，非常喜欢，质量很好，卖家热情，物流给力，非常愉快的一次购物，好评！,"Appearance looks beautiful atmosphere on the grade. Always trust Jingdong. Good quality, fast delivery, good service! Too beautiful, the atmosphere, high grade, super like. Shopping for more than three, the election is also hard ah? Now in addition to a bowl of steaming ramen, strong brother can not buy here, only you can not think of not buy? Morning orders, afternoon home speed ah! Looking at the good goods is also good, loaded with practical. Quality can be Is worth buying not bad not bad! ! ! ! ! ! With the can, just started with a bit astringent. Very clean, texture is not bad, the price is moderate, cost-effective in general. Good logistics to the overall feeling of the day is very good, received it used, quite like, this is good, but also buy more. Cheap, take a look at it, eliminating the need for market shopping, I recommend why I like to buy things in Jingdong, because today can buy tomorrow to buy. Why do I evaluate the same for each product, because too many things to buy in Jingdong, resulting in the accumulation of a lot of non-evaluation of the order, so I use the paragraph as a unified assessment content. Jingdong shopping so long, have bought a good product, but also look beautiful appearance on the grade. Always trust Jingdong. Good quality, fast delivery, good service! Too beautiful, the atmosphere, high grade, super like. After the goods than three under the single, if I use this paragraph to evaluate, that this product is no problem, at least 85 points or more, the baby received, very much, good quality, seller enthusiasm, logistics force, very happy once Shopping, praise!"
3388,不吃，狗狗很喜欢，但个人觉得，味道太难闻了,"Do not eat, dogs like, but personally think that the taste is too bad"
3389,送来冰袋花了....,Sent ice pack spent ....
3390,记忆中的味道，算是地道焦糖味。,"The memory of the taste, be authentic taste of caramel."
3391,物流太差，10天才收到。,"Poor logistics, received only 10 days."
3392,物美价廉，但百世快递实在是慢，而且外包装也很无语，,"Cheap, but BES Express is really slow, and the packaging is very speechless,"
3393,收到货了，家里经常用橄榄油，但这牌子没吃过，打算尝试下。,"Received the goods, the family often use olive oil, but this brand has not eaten, intends to try."
3394,不错，比较喜欢，支持京东，下次还会买,"Good, prefer, support Jingdong, will buy next time"
3395,同城第二天没到中午就到了，很好。,"The city arrived at noon the next day, very good."
3396,宝宝很喜欢，就是没耐心咬，所以感觉应该再稍软一些，也许会更好,"Baby like it, it is no patience to bite, so I feel it should be a little softer, it may be better"
3397,人家都是34包。为啥旗舰店竟然只发出32包。我就很不明白。,People are 34 packages. Why flagship store actually sent only 32 packets. I do not understand.
3398,非常好，一直都在京东买东西，不管是自营还是卖家都很认真负责，宝贝也都非常满意！,"Very good, has been buying things in Jingdong, whether it is self-employed or sellers are very responsible, baby are also very satisfied!"
3399,写着第二天到才买的，第三天才送到，由于急用，问了客服，京东客服真的好差，一问三不知，顾客都比他强,"Written the next day to buy, the third day was sent, due to urgency, asked the customer service, Jingdong customer service is really good, I do not know one question, customers are stronger than him"
3400,"性价比高，毕竟没有出门买到和市场差不多的价格的肉，不错,但送货员没有刷卡机","Cost-effective, after all, did not go out to buy and the market price of meat, not bad, but the deliveryman did not credit card machine"
3401,玻璃后盖的外观挺好看，但绝对不抗摔。手机信号强度一般，比之前老iPhone少一格，另外通话偶尔会出现噪音，对方说根本听不清，通话质量一般，不知道是不是撞彩了。系统运行流畅度其实也跟7差别不大。另外刚买完就天天降价，也是醉了。,"The appearance of the glass back cover looks very good, but definitely not drop. Phone signal strength in general, less than the old iPhone before the other cell phone occasional noise, the other said simply can not hear the call quality in general, do not know if it is hit the color. In fact, the fluency of the system is not much different from 7. In addition just bought every day to cut prices, but also drunk."
3402,狗狗不爱吃 一股味道 我都不爱闻,Dogs do not eat a taste I do not love to smell
3403,six,six
3404,开始不怎么吃，后来吃的比较欢乐。,"Start not to eat, then eat more joy."
3405,第一次买，食过再加评，快递员一早就送到！,"The first time to buy, food plus ratings, couriers sent early!"
3406,味道不好吃,Taste bad
3407,猫猫没满一岁都是吃这个,Cats are eating less than one year old eat this
3408,第一次买这种糖，吃吃看。,"The first time to buy this sugar, eat to see."
3409,第一回买，第一次吃，谁知道会有啥后果，物流不算快，包装比较好，还算可以，面饼没有粉碎，但愿味道还不错吧，吃完再来追加评价,"The first time to buy, the first time to eat, who knows what the consequences will be, the logistics is not fast, the packaging is better, still can, the bread is not crushed, I hope the taste is not bad, then come back to additional evaluation"
3410,不是想的那种味道,Not the kind of taste
3411,标的是1kg装，高了个240g小包的还少发，怎么算豆只有960g,"The standard is 1kg equipment, a high 240g parcels less hair, how to count beans only 960g"
3412,我家宝贝很喜欢吃。。。,My baby loves eating very much. . .
3413,还没吃，不过有一个坏了。,"Have not eaten, but one is broken."
3414,缺辅料40个，临近婚期还需想办法，只能差评了,"Lack of accessories 40, near the wedding still need to find a solution, only poor review"
3415,喜欢特浓牛奶味,Like special milk flavor
3416,到手了，一点电都没有，机都开不了，☠☠,"Hand, no electricity at all, the machine can not open, ☠☠"
3417,不错，可以，物美价廉。。。。,"Yes, you can, inexpensive. . . ."
3418,感觉非常棒。锡纸的巧克力跟那些妖艳贱货就是不一样。尤其是三板就有七折，60多元，比什么德芙，费列罗实惠多了。就是我下午才下单，第二天才到，自己的问题。有点后悔，早买到就好了。不过说实话，口感有点腻，不能多吃。巧克力多吃本来也会长胖。冬天啊，太容易胖了,"Feel great. Tin foil chocolate with those flirtatious base is not the same. In particular, there are 30% off three boards, more than 60 yuan, more than what Dove, Ferrero more affordable. It is my afternoon orders, the second day to his own question. A little regret, bought early enough. But to be honest, the taste a bit tired, can not eat. Eat more chocolate will have fat. Winter, too easy to fat"
3419,最近猫发情了，可能食欲不太好，以前很爱吃的。,"Recent cat estrus, may not be very good appetite, used to eat very much."
3420,这速度，简直是神速，老公很喜欢，京东的超级粉哦,"This speed is simply amazing, my husband really like Jingdong super powder Oh"
3421,有几根断了，总体还可以,"There are a few broken, the overall can be"
3422,不知道这个工艺怎么弄的，很棒哦，不用去壳直接享受美味。很好吃，就是一盒吃得好快，第二次又买了一堆。,"Do not know how to get this craft, great Oh, do not have to shell directly enjoy the delicious. Very tasty, is a box of fast food, the second time bought a pile."
3423,要十个字！？要什么十个字！！,Ten words! ? What to ten words! !
3424,很好吃的啊！,Very tasty!
3425,火龙果真的好甜，但是很爽口，然后我就来做一个蛋糕，新手烘焙，火龙果比我自己做的奶油还甜，很棒，后来有追加了一单' 好吃好吃！,"Dragon fruit is really sweet, but very refreshing, and then I will be a cake, novice baking, dragon fruit than my own butter is also sweet, great, and later added a single 'delicious!"
3426,东西不错，就是宝宝抓着稍显有些小了,"Things are good, that is, the baby caught a bit slightly smaller"
3427,快递寄的太久了,Express sent too long
3428,全融了，一点都不好吃！！！,"All melted, not delicious! ! ! "
3429,包装好，物流有冰袋，不会化,"Good packaging, logistics, ice packs, will not be"
3430,突然发现我家小老虎的妙鲜包快没了，马上要断顿了。立马上京东网站搜索，喜出望外竟然赶上促销，于是果断下单买了5大盒，即30包。我是猫粮和妙鲜包同时喂，以猫粮为主，妙鲜包为辅，这30包大约能吃10个星期。我家虎子一直是&ldquo;富养&rdquo;的，从她2，3岁起，原先的主人由于搬新家，要丢弃她，站在路边看过往的行人是否有人愿意收养她。恰好喜欢小动物的哥哥经过，把这只当时就已是大猫猫的她，走了25-30分钟才抱回家（哥哥当时是散步经过，离家有5、6个小区远）。不知她的姓名和年龄，因为以前养过猫，推算她当年至少有2，3岁。从2008年抱养至今，又有十年光景，十二、三岁的猫已相当于人的七、八十岁了。我们一直把她当宝贝养，宠着她。虽然她已是老年了，但两眼又大又圆炯炯有神，毛有光泽，很漂亮。我们一直用伟嘉猫粮和妙鲜包喂养，虽然中间也试着换其他牌子，但我家Tiger似乎只喜欢这个牌子，所以后来就一直认着这个牌子买。希望我家虎子在我们的关爱下，健康长寿。,"Suddenly discovered that my wonderful little tiger packs almost gone, and immediately to cut off. Immediately Jingdong website search, overjoyed even catch up with sales, so decisive orders to buy 5 boxes, or 30 bags. I am cat food and wonderful fresh package at the same time to feed, mainly to cat food, supplemented by fresh package, which can eat 30 packs for about 10 weeks. Since my 2,3-year-old, the original owner, as she moved her new home, discarded her and stood by the side of the road to see if anyone in the past was willing to adopt her. Just like the brother of a small animal after, this was only a cat that was already her, walked 25-30 minutes before taking home (my brother was walking through, away from home and 5, 6 district far). I do not know her name and age, because of raising a cat before, projections she was at least 2,3 years old. Ten years have passed since it was adopted in 2008, and cats aged 12 and 3 have already been aged seven or eight. We always keep her as a baby, pet her. Although she is old, her eyes are big, bright, shiny and beautiful. We've been feeding with Weasley cat food and fantastic packs for a while, although we're also trying to change other brands in the middle, my family Tiger seems to like the brand only, so I've been thinking of buying it. I hope my family Tiger in our care, health and longevity."
3431,第一次烧，和猪腰比起来没啥气味，红烧冷却后吃感觉和牛筋差不多。,"The first burn, compared with the pork waist no smell, braised cooled taste and tendon almost."
3432,东西很好，很实用。给赞☜,"Good things, very useful. Give praise ☜"
3433,比之前买的贵了些，量大，还不错。,"More expensive than before, large quantities, not bad."
3434,不错小包装一次吃一点还是不苦的挺好很香。,Nice little package to eat a bit or not bitter is very good.
3435,速度比较慢，拿回来，有疤的果子就已经长毛了，而且有疤的比较多。,"Slower, get back, scars of the fruit has been hairy, and there are more scars."
3436,写的京东送货第二天能到，实际上卖家是三方的，等了好几天才到货，早知道还不如小红书上定，比这个送货快多了！！请不要欺骗客户，不会再跟这家买了。,"Written by Jingdong delivery the next day to be able to, in fact, the seller is tripartite, waiting for several days before arrival, I did not know as Xiaohong book, more than this delivery! ! Please do not deceive customers, will not buy with this house."
