Item_Description
DUVEL MOORTGAT,DUVELDUVEL,BEER,ALE,BLONDE/GOLD,,,,8.5%,GLASS,BOTTLE,REFILLABLE PACKAGING,330ML,X4,+GLASSES
DUVEL MOORTGAT,MAREDSOUS (DUVEL MOORTGAT)MAREDSOUS,BEER,ASSORTED,ASSORTED,,,,ASSORTED,GLASS,BOTTLE,REFILLABLE PACKAGING,330ML,X3,+GLASS
BAVARIA,LA TRAPPELA TRAPPE,BEER,QUADRUPEL/QUADRUPLE,AMBER/COPPER,,,,10%,GLASS,BOTTLE,REFILLABLE PACKAGING,330ML,X1,
IMPORTB. OVERIGE,GROTTENBIERGROTTENBIER,BEER,ALE,AMBER/COPPER,,,,6.5%,GLASS,BOTTLE,,330ML,X1,
ROMAN (BREWERY),ENAMEENAME,BEER,ALE,BLONDE/GOLD,,,,6.5%,GLASS,BOTTLE,REFILLABLE PACKAGING,330ML,X6,
LINDEMANS,LINDEMANS (LINDEMANS)LINDEMANS,BEER,GUEUZE,BLONDE/GOLD,,,,5%,GLASS,BOTTLE,REFILLABLE PACKAGING,750ML,X1,
HAACHT,PRIMUS (HAACHT)PRIMUS,BEER,LAGER,BLONDE/GOLD,,,,5.2%,GLASS,BOTTLE,REFILLABLE PACKAGING,250ML,X12,
LIBRIJE,IKI (LIBRIJE)IKI,BEER,LAGER,BLONDE/GOLD,,LEMON & TEA,GREEN TEA & YUZU,4.5%,GLASS,BOTTLE,,330ML,X1,
ANHEUSER BUSCH INBEV,LEFFELEFFE,BEER,DOUBLE/DUBBEL,BLACK/DARK,,,,6.5%,GLASS,BOTTLE,REFILLABLE PACKAGING,750ML,X12,
LINDEMANS,LINDEMANS (LINDEMANS)LINDEMANS,BEER,KRIEK,RED/RUBY,,CHERRY,CHERRY,3.5%,GLASS,BOTTLE,,375ML,X1,
ABBAYE DU VAL DIEU,LA TOUCHE DE FERRIERESLA TOUCHE DE FERRIERES,BEER,,,,,,8%,GLASS,BOTTLE,REFILLABLE PACKAGING,330ML,X1,
WARSTEINER,WARSTEINERWARSTEINER,BEER,PILS/PILSENER/PILSNER,BLONDE/GOLD,,,,4.8%,METAL,CAN,,330ML,X1,
LIEFMANS,LIEFMANSLIEFMANS,BEER,KRIEK,RED/RUBY,,CHERRY,CHERRY,6%,GLASS,BOTTLE,,250ML,X1,
JOHN MARTIN,GORDON (JOHN MARTIN)GORDON,BEER,ALE,RED/RUBY,,,,8.8%,GLASS,BOTTLE,,330ML,X1,
CARLSBERG,TOURTELTOURTEL,BEER LOW/NO ALCOHOL,LAGER,BLONDE/GOLD,,,,0.4%,GLASS,BOTTLE,REFILLABLE PACKAGING,250ML,X1,
CARREFOUR,'S LANDS SOUVENIRS/ SOUVENIRS DU TERROIR'S LANDS SOUVENIRS/ SOUVENIRS DU TERROIR,BEER,GUEUZE,BLONDE/GOLD,,CHERRY,BLACK CHERRY,4%,GLASS,BOTTLE,REFILLABLE PACKAGING,250ML,X4,
ANHEUSER BUSCH INBEV,JUPILERJUPILER TAURO,BEER,PILS/PILSENER/PILSNER,BLONDE/GOLD,,,,6.2%,GLASS,BOTTLE,REFILLABLE PACKAGING,330ML,X1,
DU BOCQ,LA GAULOISELA GAULOISE,BEER,ALE,BLONDE/GOLD,,,,7%,GLASS,BOTTLE,,750ML,X1,
CAULIER ROGER,LA VIEILLE BONSECOURSLA VIEILLE BONSECOURS,BEER,,BLONDE/GOLD,,,,8%,GLASS,BOTTLE,REFILLABLE PACKAGING,750ML,X1,
HEINEKEN,MAES (HEINEKEN)MAES ZERO,BEER LOW/NO ALCOHOL,PILS/PILSENER/PILSNER,BLONDE/GOLD,,LIME,LIME,0%,GLASS,BOTTLE,REFILLABLE PACKAGING,250ML,X1,
COLRUYT,EVERYDAY (COLRUYT)EVERYDAY,BEER LOW/NO ALCOHOL,PILS/PILSENER/PILSNER,BLONDE/GOLD,,,,0%,GLASS,BOTTLE,,250ML,X6,
HEINEKEN,AFFLIGEM (HEINEKEN)AFFLIGEM,BEER,TRIPEL/TRIPLE,BLONDE/GOLD,,,,9%,GLASS,BOTTLE,REFILLABLE PACKAGING,330ML,X24,
VAN STEENBERGE,BRUEGEL (VAN STEENBERGE)BRUEGEL,BEER,ALE,AMBER/COPPER,,,,5.2%,GLASS,BOTTLE,REFILLABLE PACKAGING,330ML,X1,
ANHEUSER BUSCH INBEV,LEFFELEFFE,BEER,PALE ALE,BLONDE/GOLD,,,,6.6%,GLASS,BOTTLE,REFILLABLE PACKAGING,750ML,X6,
CARREFOUR,CARREFOURCARREFOUR,BEER,TRIPEL/TRIPLE,BLONDE/GOLD,,,,3.4%,GLASS,BOTTLE,REFILLABLE PACKAGING,750ML,X12,
STRUBBE,KEYTE (STRUBBE)KEYTE,BEER,ALE,BLONDE/GOLD,,,,7.7%,GLASS,BOTTLE,REFILLABLE PACKAGING,330ML,X1,
SILLY,ABBAYE DE FORESTABBAYE DE FOREST,BEER,ALE,BLONDE/GOLD,,,,6.5%,GLASS,BOTTLE,,330ML,X1,
HEINEKEN,PANACH'PANACH',BEER BASED PRE MIX,PANACHE,,LEMON,LEMON,1.2%,METAL,CAN,,330ML,X6,
LINDEMANS,LINDEMANS (LINDEMANS)LINDEMANS,BEER,LAMBIC/LAMBIEK,BLONDE/GOLD,,ASSORTED,ASSORTED,ASSORTED,GLASS,BOTTLE,REFILLABLE PACKAGING,375ML,X2,+GLASS
BRASSERIE NATIONALE,BOFFERDINGBOFFERDING,BEER,PILS/PILSENER/PILSNER,BLONDE/GOLD,,,,4.8%,METAL,CAN,,500ML,X5,+1 FREE
CASTELAIN,CH'TI (CASTELAIN)CH'TI,BEER,BIERE DE GARDE,BLONDE/GOLD,,,,6.4%,GLASS,BOTTLE,,250ML,X1,
DUBUISSON,CUVEE DES TROLLSCUVEE DES TROLLS,BEER,TRIPEL/TRIPLE,BLONDE/GOLD,,,,7.5%,GLASS,BOTTLE,REFILLABLE PACKAGING,750ML,X1,
ANHEUSER BUSCH INBEV,BUDBUD,BEER,LAGER,BLONDE/GOLD,,,,5%,GLASS,BOTTLE,REFILLABLE PACKAGING,300ML,X1,
ANHEUSER BUSCH INBEV,CORONA (ANHEUSER BUSCH INBEV)CORONA EXTRA,BEER,LAGER,BLONDE/GOLD,,,,4.5%,GLASS,BOTTLE,,330ML,X24,
KIRIN,KIRINKIRIN ICHIBAN,BEER,LAGER,BLONDE/GOLD,,,,5%,METAL,CAN,,330ML,X1,
BROUWERIJ WOLF,WOLF (BROUWERIJ WOLF)WOLF,BEER,ALE,BLACK/DARK,,,,8.5%,GLASS,BOTTLE,REFILLABLE PACKAGING,750ML,X1,
CAULIER ROGER,BON SECOURSBON SECOURS,BEER,,BLONDE/GOLD,,,,8%,GLASS,BOTTLE,REFILLABLE PACKAGING,330ML,X3,+GLASS
ANHEUSER BUSCH INBEV,LEFFELEFFE,BEER,ALE,RED/RUBY,,FRUIT & ROSE,FRUIT ROUGES & BOIS DE ROSE,5%,GLASS,BOTTLE,,750ML,X6,
CAULIER ROGER,LA VIEILLE BONSECOURSLA VIEILLE BONSECOURS,BEER,,AMBER/COPPER,,,,8%,GLASS,BOTTLE,REFILLABLE PACKAGING,750ML,X1,
ANHEUSER BUSCH INBEV,LEFFELEFFE,BEER,PALE ALE,BLONDE/GOLD,,,,6.6%,METAL,CAN,,500ML,X1,
SILLY,VILLERS SAINT GHISLAINVILLERS SAINT GHISLAIN,BEER,ALE,BLONDE/GOLD,,,,7.2%,GLASS,BOTTLE,,750ML,X1,
HET ANKER,MANEBLUSSERMANEBLUSSER,BEER,ALE,BLONDE/GOLD,,,,6%,GLASS,BOTTLE,REFILLABLE PACKAGING,330ML,X4,
HEINEKEN,CINEYCINEY,BEER,PALE ALE,BLONDE/GOLD,,,,7%,GLASS,BOTTLE,REFILLABLE PACKAGING,250ML,X6,
BRUNEHAUT,BRUNEHAUTBRUNEHAUT,BEER,,AMBER/COPPER,,,,6.5%,GLASS,BOTTLE,REFILLABLE PACKAGING,330ML,X4,
DUBUISSON,CUVEE DES TROLLSCUVEE DES TROLLS,BEER,PALE ALE,BLONDE/GOLD,,,,7%,GLASS,BOTTLE,REFILLABLE PACKAGING,250ML,X1,
ANHEUSER BUSCH INBEV,HOEGAARDENHOEGAARDEN,BEER,WHEAT BEER,RED/RUBY,,RASPBERRY,RASPBERRY,3%,GLASS,BOTTLE,REFILLABLE PACKAGING,250ML,X1,
HAACHT,TONGERLOTONGERLO,BEER,ALE,BLACK/DARK,,,,6.5%,GLASS,BOTTLE,REFILLABLE PACKAGING,330ML,X24,
DU BOCQ,LA GAULOISELA GAULOISE,BEER,ALE,AMBER/COPPER,,,,9%,GLASS,BOTTLE,REFILLABLE PACKAGING,750ML,X12,
CARREFOUR,SOUVENIRS DU TERROIRSOUVENIRS DU TERROIR ABBAYE ST. PIERRE,BEER,,,,,,6.5%,GLASS,BOTTLE,REFILLABLE PACKAGING,330ML,X24,
ANHEUSER BUSCH INBEV,BELLE VUEBELLE VUE,BEER,KRIEK,RED/RUBY,,CHERRY,CHERRY,5.1%,GLASS,BOTTLE,REFILLABLE PACKAGING,250ML,X1,
ANHEUSER BUSCH INBEV,LEFFELEFFE PERFECT DRAFT,BEER,PALE ALE,BLONDE/GOLD,,,,6.6%,METAL,KEG,REFILLABLE PACKAGING,6000ML,X1,
TIMMERMANS,TIMMERMANSTIMMERMANS,BEER,LAMBIC/LAMBIEK,BLONDE/GOLD,,PEACH,PEACH,4%,GLASS,BOTTLE,REFILLABLE PACKAGING,250ML,X24,
BAVIK,PETRUS (BAVIK)PETRUS,BEER,DOUBLE/DUBBEL,BLACK/DARK,,,,6.5%,GLASS,BOTTLE,,330ML,X4,
HEINEKEN,CINEYCINEY,BEER,ALE,BLACK/DARK,,,,7%,GLASS,BOTTLE,REFILLABLE PACKAGING,250ML,X8,+4 FREE
BRASSERIE DE Lå«ABBAYE Då«AULNE,ABBAYE D'AULNEABBAYE D'AULNE,BEER,TRIPEL/TRIPLE,BLONDE/GOLD,,,,9%,GLASS,BOTTLE,REFILLABLE PACKAGING,750ML,X1,
CARLSBERG,GRIMBERGEN (CARLSBERG)GRIMBERGEN,BEER,QUADRUPEL/QUADRUPLE,BLACK/DARK,,,,10%,GLASS,BOTTLE,REFILLABLE PACKAGING,330ML,X6,
CARREFOUR,CARREFOURCARREFOUR,BEER LOW/NO ALCOHOL,LAGER,BLACK/DARK,,,,1.2%,GLASS,BOTTLE,REFILLABLE PACKAGING,750ML,X1,
ANHEUSER BUSCH INBEV,HOUGAERDSE DASHOUGAERDSE DAS,BEER,PALE ALE,AMBER/COPPER,,,,5%,GLASS,BOTTLE,REFILLABLE PACKAGING,250ML,X1,
VAN HONSEBROUCK,KASTEEL (VAN HONSEBROUCK)KASTEEL,BEER,ALE,BLACK/DARK,,,,11%,GLASS,BOTTLE,REFILLABLE PACKAGING,330ML,X6,
ROMAN (BREWERY),ENAMEENAME,BEER,TRIPEL/TRIPLE,BLONDE/GOLD,,,,8.5%,GLASS,BOTTLE,REFILLABLE PACKAGING,330ML,X6,
CARREFOUR,G.B. (CARREFOUR)G.B.,BEER,,AMBER/COPPER,,,,6.5%,GLASS,BOTTLE,REFILLABLE PACKAGING,330ML,X4,
DUBUISSON,BUSH (DUBUISSON)BUSH,BEER,TRIPEL/TRIPLE,AMBER/COPPER,,,,12%,GLASS,BOTTLE,REFILLABLE PACKAGING,250ML,X4,
CORA,VOLSBERGVOLSBERG,BEER BASED PRE MIX,PANACHE,,LEMON,LEMON,1%,GLASS,BOTTLE,,250ML,X10,
BRASSERIE DES LEGENDES,GOLIATH (BRASSERIE DES LEGENDES)GOLIATH,BEER,TRIPEL/TRIPLE,BLONDE/GOLD,,,,9%,GLASS,BOTTLE,REFILLABLE PACKAGING,330ML,X5,+1 FREE
HAACHT,MYSTIC (HAACHT)MYSTIC,BEER,BIERE BLANCHE/WITBIER,BLONDE/GOLD,,PEACH,PEACH,3.7%,GLASS,BOTTLE,REFILLABLE PACKAGING,250ML,X1,
DUVEL MOORTGAT,VEDETTVEDETT,BEER,LAGER,BLONDE/GOLD,,,,5.2%,GLASS,BOTTLE,REFILLABLE PACKAGING,330ML,X24,
LINDEMANS,LINDEMANS (LINDEMANS)LINDEMANS,BEER,GUEUZE,BLONDE/GOLD,,,,5%,GLASS,BOTTLE,REFILLABLE PACKAGING,250ML,X1,
HAACHT,CHARLES QUINT (HAACHT)CHARLES QUINT,BEER,ALE,RED/RUBY,,,,8.5%,GLASS,BOTTLE,REFILLABLE PACKAGING,330ML,X3,+1 FREE
DUBUISSON,BUSH DE NOELBUSH DE NOEL,BEER,ALE,AMBER/COPPER,,,,12%,GLASS,BOTTLE,REFILLABLE PACKAGING,250ML,X6,
VAN HONSEBROUCK,KASTEEL (VAN HONSEBROUCK)KASTEEL,BEER,FRUIT BEER,RED/RUBY,,CHERRY,CHERRY,8%,GLASS,BOTTLE,REFILLABLE PACKAGING,330ML,X4,
ANHEUSER BUSCH INBEV,LEFFELEFFE,BEER,PALE ALE,BLONDE/GOLD,,,,6.6%,GLASS,BOTTLE,REFILLABLE PACKAGING,750ML,X12,
HEINEKEN,FARO ALKENFARO ALKEN,BEER,LAMBIC/LAMBIEK,BLONDE/GOLD,,CHERRY,CHERRY,1.5%,GLASS,BOTTLE,REFILLABLE PACKAGING,750ML,X12,
ASAHI,ASAHI (ASAHI)ASAHI,BEER,LAGER,BLONDE/GOLD,,,,5%,GLASS,BOTTLE,,500ML,X1,
ABBAYE DU VAL DIEU,VAL DIEU (ABBAYE DU VAL DIEU)VAL DIEU,BEER,DOUBLE/DUBBEL,BLACK/DARK,,,,8%,GLASS,BOTTLE,REFILLABLE PACKAGING,330ML,X6,
THE MUSKETEERS,TROUBADOUR (THE MUSKETEERS)TROUBADOUR MAGMA,BEER,PALE ALE,AMBER/COPPER,,,,9%,GLASS,BOTTLE,REFILLABLE PACKAGING,330ML,X1,
CAULIER ROGER,LA VIEILLE BONSECOURSLA VIEILLE BONSECOURS,BEER,,BLONDE/GOLD,,,,7.5%,GLASS,BOTTLE,REFILLABLE PACKAGING,330ML,X12,
DUVEL MOORTGAT,MAREDSOUS (DUVEL MOORTGAT)MAREDSOUS,BEER,ALE,BLONDE/GOLD,,,,6%,GLASS,BOTTLE,REFILLABLE PACKAGING,330ML,X24,
CARLSBERG,GRIMBERGEN (CARLSBERG)GRIMBERGEN,BEER,ALE,BLONDE/GOLD,,,,6.7%,GLASS,BOTTLE,REFILLABLE PACKAGING,330ML,X8,
LIDL,GRAFENWALDERGRAFENWALDER,BEER,WEISSBIER/WEIZENBIER,BLONDE/GOLD,,,,5%,METAL,KEG,,5000ML,X1,
HEINEKEN,FARO ALKENFARO ALKEN,BEER,LAMBIC/LAMBIEK,BLONDE/GOLD,,CHERRY,CHERRY,1.5%,GLASS,BOTTLE,REFILLABLE PACKAGING,330ML,X1,
DUVEL MOORTGAT,VEDETTVEDETT,BEER,LAGER,BLONDE/GOLD,,,,5.2%,GLASS,BOTTLE,REFILLABLE PACKAGING,330ML,X4,
SILENRIEUX,JOSEPH (SILENRIEUX)JOSEPH,BEER,ALE,BLONDE/GOLD,,,,5%,GLASS,BOTTLE,REFILLABLE PACKAGING,250ML,X1,
METRO,FELSGOLD (METRO)FELSGOLD,BEER,PILS/PILSENER/PILSNER,BLONDE/GOLD,,,,4.7%,METAL,CAN,,330ML,X24,
HEINEKEN,MORT SUBITEMORT SUBITE X TREME,BEER,LAMBIC/LAMBIEK,RED/RUBY,,CHERRY,CHERRY,4.3%,GLASS,BOTTLE,REFILLABLE PACKAGING,250ML,X8,
ANHEUSER BUSCH INBEV,HOEGAARDENHOEGAARDEN,BEER,WHEAT BEER,BLONDE/GOLD,,,,4.9%,METAL,CAN,,330ML,X24,
HEINEKEN,BRUGS (HEINEKEN)BRUGS,BEER,BIERE BLANCHE/WITBIER,BLONDE/GOLD,,,,4.8%,GLASS,BOTTLE,,250ML,X1,
HEINEKEN,AFFLIGEM (HEINEKEN)AFFLIGEM,BEER,DOUBLE/DUBBEL,BLACK/DARK,,,,6.8%,GLASS,BOTTLE,REFILLABLE PACKAGING,330ML,X24,
LINDEMANS,LINDEMANS (LINDEMANS)LINDEMANS,BEER,GUEUZE,BLONDE/GOLD,,,,5.5%,GLASS,BOTTLE,,375ML,X1,
STERKENS,ST. PAUL (STERKENS)ST. PAUL,BEER,TRIPEL/TRIPLE,BLONDE/GOLD,,,,7.6%,GLASS,BOTTLE,,500ML,X1,
INTERMARCHE,TOP BUDGET (INTERMARCHE)TOP BUDGET,BEER,LAGER,BLONDE/GOLD,,,,4.7%,METAL,CAN,,330ML,X1,
DU BOCQ,LA FRAMBOIZETTELA FRAMBOIZETTE,BEER,GUEUZE,BLONDE/GOLD,,RASPBERRY,RASPBERRY,5.6%,GLASS,BOTTLE,REFILLABLE PACKAGING,250ML,X1,
HEINEKEN,AMSTEL (HEINEKEN)AMSTEL,BEER,PILS/PILSENER/PILSNER,BLONDE/GOLD,,,,5%,METAL,CAN,,330ML,X8,
HEINEKEN,AFFLIGEM (HEINEKEN)AFFLIGEM,BEER,PALE ALE,BLONDE/GOLD,,,,6.8%,GLASS,BOTTLE,REFILLABLE PACKAGING,750ML,X1,
BIERBROUWERIJ VERMEERSEN,BRUGSE ZOTBRUGSE ZOT BOK,BEER,BOCK,BLACK/DARK,,,,6.5%,GLASS,BOTTLE,REFILLABLE PACKAGING,330ML,X1,
CARLSBERG,MYTHOS (CARLSBERG)MYTHOS,BEER,LAGER,BLONDE/GOLD,,,,4.7%,METAL,CAN,,330ML,X6,
ANHEUSER BUSCH INBEV,BELLE VUEBELLE VUE,BEER,KRIEK,RED/RUBY,,CHERRY,CHERRY,5.1%,GLASS,BOTTLE,REFILLABLE PACKAGING,750ML,X1,
BRASSERIE NATIONALE,BATTINBATTIN,BEER,LAGER,BLONDE/GOLD,,FRUIT,FRUIT,5.2%,GLASS,BOTTLE,,250ML,X6,
HEINEKEN,SAGRES (HEINEKEN)SAGRES,BEER,PILS/PILSENER/PILSNER,BLONDE/GOLD,,,,5%,GLASS,BOTTLE,,330ML,X6,
CARREFOUR,ESTRIBOSESTRIBOS,BEER,SPIRIT BEER,BLONDE/GOLD,,LIQUOR,TEQUILA,5.9%,GLASS,BOTTLE,,330ML,X1,
CARLSBERG,CARLSBERGCARLSBERG ELEPHANT,BEER,PILS/PILSENER/PILSNER,BLONDE/GOLD,,,,7.2%,METAL,CAN,,330ML,X6,
DUVEL MOORTGAT,LA CHOUFFECHOUFFE,BEER,BOCK,BLACK/DARK,,,,6.66%,GLASS,BOTTLE,REFILLABLE PACKAGING,750ML,X1,
PALM,PALM (PALM)PALM,BEER,ALE,AMBER/COPPER,,,,7.5%,GLASS,BOTTLE,,330ML,X4,
ST. FEUILLIEN,ST. FEUILLIENST. FEUILLIEN,BEER,ALE,RED/RUBY,,,,9%,GLASS,BOTTLE,REFILLABLE PACKAGING,330ML,X4,
HEINEKEN,MORT SUBITEMORT SUBITE,BEER,LAMBIC/LAMBIEK,BLONDE/GOLD,,,,5.5%,GLASS,BOTTLE,REFILLABLE PACKAGING,375ML,X1,
DUVEL MOORTGAT,MAREDSOUS (DUVEL MOORTGAT)MAREDSOUS,BEER,ALE,AMBER/COPPER,,,,8%,GLASS,BOTTLE,REFILLABLE PACKAGING,330ML,X4,
ANHEUSER BUSCH INBEV,BECKS (ANHEUSER BUSCH INBEV)BECKS,BEER,PILS/PILSENER/PILSNER,BLONDE/GOLD,,,,5%,GLASS,BOTTLE,REFILLABLE PACKAGING,330ML,X24,
ST. BERNARDUS,ST. BERNARDUSST. BERNARDUS,BEER,QUADRUPEL/QUADRUPLE,BLACK/DARK,,,,10%,GLASS,BOTTLE,REFILLABLE PACKAGING,330ML,X6,
HEINEKEN,BRUGS (HEINEKEN)BRUGS,BEER,BIERE BLANCHE/WITBIER,BLONDE/GOLD,,,,4.8%,GLASS,BOTTLE,REFILLABLE PACKAGING,250ML,X6,
CARLSBERG,OKOCIMOKOCIM,BEER,LAGER,BLONDE/GOLD,,,,7%,METAL,CAN,,500ML,X4,
BAVIK,SETBERGSETBERG,BEER,PILS/PILSENER/PILSNER,BLONDE/GOLD,,,,5%,GLASS,BOTTLE,REFILLABLE PACKAGING,250ML,X1,
ABBAYE ST. REMY,TRAPPISTES ROCHEFORTTRAPPISTES ROCHEFORT,BEER,QUADRUPEL/QUADRUPLE,BLACK/DARK,,,,11.3%,GLASS,BOTTLE,REFILLABLE PACKAGING,330ML,X6,
ABBAYE ST. REMY,TRAPPISTES ROCHEFORTTRAPPISTES ROCHEFORT,BEER,ALE,AMBER/COPPER,,,,7.5%,GLASS,BOTTLE,REFILLABLE PACKAGING,330ML,X1,
TIMMERMANS,TIMMERMANSTIMMERMANS TRADITION,BEER,LAMBIC/LAMBIEK,BLONDE/GOLD,,,,4%,GLASS,BOTTLE,,375ML,X1,
BIERES DE CHIMAY,CHIMAYCHIMAY,BEER,ALE,BLACK/DARK,,,,9%,GLASS,BOTTLE,REFILLABLE PACKAGING,330ML,X8,
DU BOCQ,SUPER DES FAGNESSUPER DES FAGNES,BEER,ALE,BLONDE/GOLD,,,,7.5%,GLASS,BOTTLE,REFILLABLE PACKAGING,330ML,X4,
ASAHI,PERONIPERONI NASTRO AZZURRO,BEER,LAGER,BLONDE/GOLD,,,,5.1%,GLASS,BOTTLE,,330ML,X24,
BAVIK,PETRUS (BAVIK)PETRUS,BEER,OUD BRUIN,AMBER/COPPER,,,,5.5%,GLASS,BOTTLE,,330ML,X1,
DU BOCQ,LA GAULOISELA GAULOISE,BEER,ASSORTED,ASSORTED,,,,ASSORTED,GLASS,BOTTLE,REFILLABLE PACKAGING,330ML,X3,+GLASS
ANHEUSER BUSCH INBEV,STELLA ARTOISSTELLA ARTOIS,BEER,LAGER,BLONDE/GOLD,,,,4.8%,GLASS,BOTTLE,REFILLABLE PACKAGING,250ML,X20,INC 4 FREE
ANHEUSER BUSCH INBEV,LEFFELEFFE,BEER,TRIPEL/TRIPLE,BLONDE/GOLD,,,,8.5%,GLASS,BOTTLE,REFILLABLE PACKAGING,330ML,X6,
ANHEUSER BUSCH INBEV,STELLA ARTOISSTELLA ARTOIS,BEER,LAGER,BLONDE/GOLD,,,,4.8%,GLASS,BOTTLE,REFILLABLE PACKAGING,250ML,X21,INC 3 FREE
BRASSERIE LEFEBVRE,ABBAYE DE BONNE ESPERANCEABBAYE DE BONNE ESPERANCE,BEER,TRIPEL/TRIPLE,BLONDE/GOLD,,,,7.8%,GLASS,BOTTLE,REFILLABLE PACKAGING,330ML,X4,INC 1 FREE
CLAEYSSENS,LA WAMBRECHIESLA WAMBRECHIES,BEER,LAGER,BLONDE/GOLD,,,,7.5%,GLASS,BOTTLE,,330ML,X1,
BAVARIA,LA TRAPPELA TRAPPE,BEER,DOUBLE/DUBBEL,BLACK/DARK,,,,7%,GLASS,BOTTLE,REFILLABLE PACKAGING,330ML,X1,
ANHEUSER BUSCH INBEV,HOEGAARDENHOEGAARDEN,BEER,WHEAT BEER,BLONDE/GOLD,,,,4.9%,METAL,CAN,,330ML,X6,
ABBAYE DES ROCS,ABBAYE DES ROCSABBAYE DES ROCS,BEER,ALE,BLACK/DARK,,,,9%,GLASS,BOTTLE,REFILLABLE PACKAGING,330ML,X4,
ORVAL,ORVALORVAL,BEER,ALE,BLONDE/GOLD,,,,6.2%,GLASS,BOTTLE,REFILLABLE PACKAGING,330ML,X1,
BRASSERIE LEFEBVRE,FLOREFFE (BRASSERIE LEFEBVRE)FLOREFFE,BEER,TRIPEL/TRIPLE,BLONDE/GOLD,,,,8%,GLASS,BOTTLE,REFILLABLE PACKAGING,330ML,X6,
DUBUISSON,BUSH (DUBUISSON)BUSH,BEER,GUEUZE,BLONDE/GOLD,,PEACH,PEACH,8.5%,GLASS,BOTTLE,REFILLABLE PACKAGING,330ML,X1,
BLOC,GLUCK (BLOC)GLUCK,BEER,PILS/PILSENER/PILSNER,BLONDE/GOLD,,,,5%,GLASS,BOTTLE,REFILLABLE PACKAGING,250ML,X1,
BAVIK,PETRUS (BAVIK)PETRUS,BEER,PALE ALE,BLONDE/GOLD,,,,7.3%,GLASS,BOTTLE,,330ML,X1,
HEINEKEN,CRISTAL ALKENCRISTAL ALKEN,BEER,PILS/PILSENER/PILSNER,BLONDE/GOLD,,,,5%,METAL,CAN,,500ML,X1,
LA CARACOLE,TOURNEE BEAURINOISETOURNEE BEAURINOISE,BEER,ALE,BLONDE/GOLD,,,,7%,GLASS,BOTTLE,REFILLABLE PACKAGING,330ML,X1,
ST. FEUILLIEN,ST. FEUILLIENST. FEUILLIEN,BEER,ALE,RED/RUBY,,,,9%,GLASS,BOTTLE,REFILLABLE PACKAGING,330ML,X1,
BOON,BOON (BOON)BOON,BEER,LAMBIC/LAMBIEK,RED/RUBY,,RASPBERRY,FRAMBOISE,5%,GLASS,BOTTLE,REFILLABLE PACKAGING,375ML,X1,
ST. JOZEF,BOKKEREYERBOKKEREYER,BEER,LAGER,BLONDE/GOLD,,,,6%,GLASS,BOTTLE,REFILLABLE PACKAGING,250ML,X6,
FISSER,NE FLIEREFLUITERNE FLIEREFLUITER,BEER,TRIPEL/TRIPLE,BLONDE/GOLD,,,,8.5%,GLASS,BOTTLE,REFILLABLE PACKAGING,330ML,X1,
LINDEMANS,LINDEMANS (LINDEMANS)LINDEMANS,BEER,KRIEK,RED/RUBY,,CHERRY,CHERRY,7%,GLASS,BOTTLE,,750ML,X1,
HAACHT,TONGERLOTONGERLO,BEER,PALE ALE,BLONDE/GOLD,,,,6%,GLASS,BOTTLE,REFILLABLE PACKAGING,330ML,X1,
LA FERME DE L'ABBAYE DE LA RAMEE,LA RAMEELA RAMEE,BEER,,AMBER/COPPER,,,,7.5%,GLASS,BOTTLE,REFILLABLE PACKAGING,330ML,X1,
ANHEUSER BUSCH INBEV,REDDS (ANHEUSER BUSCH INBEV)REDDS,BEER,ALE,BLONDE/GOLD,,POMEGRANATE & RASPBERRY,MALINA & GRANAT,4.5%,METAL,CAN,,500ML,X1,
ANHEUSER BUSCH INBEV,STELLA ARTOISSTELLA ARTOIS PERFECT DRAFT,BEER,LAGER,BLONDE/GOLD,,,,5%,METAL,KEG,REFILLABLE PACKAGING,6000ML,X1,
LA CARACOLE,CARACOLECARACOLE,BEER,DOPPIO MALTO,AMBER/COPPER,,,,7.5%,GLASS,BOTTLE,,750ML,X1,
ABBAYE DU VAL DIEU,VAL DIEU (ABBAYE DU VAL DIEU)VAL DIEU,BEER,TRIPEL/TRIPLE,BLONDE/GOLD,,,,9%,GLASS,BOTTLE,REFILLABLE PACKAGING,330ML,X6,
DUBUISSON,BUSH (DUBUISSON)BUSH,BEER,TRIPEL/TRIPLE,BLONDE/GOLD,,,,10.5%,GLASS,BOTTLE,REFILLABLE PACKAGING,330ML,X4,
VAN HONSEBROUCK,BRIGAND (VAN HONSEBROUCK)BRIGAND,BEER,ALE,BLONDE/GOLD,,,,9%,GLASS,BOTTLE,REFILLABLE PACKAGING,330ML,X24,
ANHEUSER BUSCH INBEV,HOEGAARDENHOEGAARDEN,BEER,WHEAT BEER,BLONDE/GOLD,,,,4.9%,GLASS,BOTTLE,REFILLABLE PACKAGING,250ML,X24,
CORSENDONK,TEMPELIERTEMPELIER,BEER,ALE,BLONDE/GOLD,,,,6%,GLASS,BOTTLE,REFILLABLE PACKAGING,330ML,X6,
CAULIER ROGER,BON SECOURSBON SECOURS,BEER,ALE,BLONDE/GOLD,,,,8%,GLASS,BOTTLE,REFILLABLE PACKAGING,330ML,X12,
PALM,PALM (PALM)PALM,BEER,ALE,AMBER/COPPER,,,,5.7%,GLASS,BOTTLE,,300ML,X6,
